id,board,title
4130,Gossiping,[問卦] 星巴克冷萃咖啡？
4131,Gossiping,[問卦] 為什麼RO會找林俊傑代言?
4132,Gossiping,[新聞] 和好友密謀殺害全家　12歲女童向38歲父親
4133,Gossiping,[新聞] 護航高端寧報銷疫苗？ 王必勝駁：送疫苗
4134,Gossiping,[新聞] 日本10／11開放國門「打滿3劑免交PCR」　
4135,Gossiping,[新聞] 大鬧居酒屋！警遭勒脖狠咬　情侶被送辦
4136,Gossiping,Re: [新聞] 高端報銷60.1萬劑！專家疑為何不送友邦 
4137,Gossiping,[問卦] 有什麼韓漫可以推薦給女同學?
4138,Gossiping,[新聞] 謝國樑質疑「假民調」提告 蔡適應︰是否
4139,Gossiping,Re: [問卦] 統神說他已經算財富自由惹?
4140,Gossiping,Re: [問卦] altis跟focus要怎麼選？
4141,Gossiping,[問卦] 媒體從業人員敢公開發表看法嗎？
4142,Gossiping,[新聞] 岡山第2重劃區將帶動房價 高雄地政局：
4143,Gossiping,Re: [問卦] 有沒有台南晶英酒店的八卦?
4144,Gossiping,[問卦] 轉生成俄羅斯人要怎逃過這次徵兵？
4145,Gossiping,Re: [新聞] 獨／學霸男醫多次同床女摯友　這回他因
4146,Gossiping,Re: [問卦] altis跟focus要怎麼選？
4147,Gossiping,[新聞] 二十大前爆民變 烏魯木齊打贏反抗封城第一
4148,Gossiping,Re: [新聞] 最新民調：北市蔣萬安27.76%居冠　竹市
4149,Gossiping,[問卦] 智商高低真的會被居住地影響嗎？
4150,Gossiping,[問卦] 出桶第一件事要做什麼！？
4151,Gossiping,[新聞] 酸周玉蔻要被告才道歉 徐巧芯：NCC=Need 
4152,Gossiping,[問卦] 周玉蔻今年四月確診 醫生到她家之後採檢?
4153,Gossiping,[問卦] 數學、物理、電機系上課情形
4154,Gossiping,[問卦] 藝人接手遊代言時在想什麼？
4155,Gossiping,[問卦] 快篩陽了！現在要在家耍廢了嗎？
4156,Gossiping,[新聞] 癌王「大腸癌」初期難自覺　醫列「6類危
4157,Gossiping,[問卦] 咳嗽還來上課的人在想什麼
4158,Gossiping,[新聞] 周玉蔻驚爆密會1小時「對她調情」　柯文
4159,Gossiping,Re: [新聞] 高端報廢達5億元 陳時中：總數只報廢
4160,Gossiping,Re: [新聞] 高端報銷60.1萬劑！專家疑為何不送友邦 
4161,Gossiping,[問卦] 誰願意幫打高端的出3500？？？
4162,Gossiping,[問卦] 最頂的蔻時play是誰？
4163,Gossiping,[問卦] 烏克蘭是不對稱戰典範嗎
4164,Gossiping,[問卦] 為什麼松江南京那麼多泊車小弟
4165,Gossiping,[問卦] IKEA吃什麼最內行？
4166,Gossiping,Re: [新聞] 支持者遭「虹衛兵」出征　沈慧虹發言人
4167,Gossiping,[問卦] 幾歲的人才會被叫作LKK、老扣扣
4168,Gossiping,Re: [新聞] 「新北警抓錯人」無辜男千字還原現場！遭
4169,Gossiping,[問卦] 174大奶 PR值484到頂? o'_'o
4170,Gossiping,[問卦] 哪些食物是長大之後覺得難吃？
4171,Gossiping,[問卦] 哪個縣市自殺率最高
4172,Gossiping,[問卦] 有沒有60年來最近的「木星衝」的八卦?
4173,Gossiping,[問卦] 高端「也許有天要賣到國外」是那一天？
4174,Gossiping,[新聞] 崩潰！更新iOS16變「死機」　蘋果急推修
4175,Gossiping,[問卦] 覺得台灣名嘴該去死的八卦？
4176,Gossiping,Re: [新聞] 最新民調：北市蔣萬安27.76%居冠　竹市
4177,Gossiping,[問卦] 想刺青 第一次刺手臂應該刺什麼好？
4178,Gossiping,[問卦] 為什麼我打不出龜派氣功
4179,Gossiping,[問卦] 氣死！大奶女同事一直確實確實ㄉ因
4180,Gossiping,Re: [問卦] altis跟focus要怎麼選？
4181,Gossiping,[新聞] 山下智久現身《今際之國2》 全裸成話題
4182,Gossiping,Re: [新聞] 「新北警抓錯人」無辜男千字還原現場！遭
4183,Gossiping,[新聞] 侯友宜博士學位爭議秀警大聲明 警察大學
4184,Gossiping,[新聞] 兩兄弟海泳疑體力不支 距岸400公尺失蹤搜
4185,Gossiping,[新聞] 拒被列洋將！戴維斯秀身分證吐心聲：未
4186,Gossiping,Re: [問卦] 氣死！大奶女同事一直確實確實ㄉ因
4187,Gossiping,[問卦] 欸！貓貓這樣我要怎麼做瑜珈？！
4188,Gossiping,[問卦] 台灣最強籃球聯盟是誰？
4189,Gossiping,[問卦] 何時沒有遇過睡眠癱瘓(鬼壓床)
4190,Gossiping,[問卦] 往事不要再提 人生已多風雨
4191,Gossiping,"Re: [問卦] 股票賠了150,000晚餐怎麼吃"
4192,Gossiping,Re: [新聞] 最新民調：北市蔣萬安27.76%居冠　竹市
4193,Gossiping,[問卦] 警察吃飯配火影忍者比圍毆打人還嚴重？
4194,Gossiping,[問卦] 養樂多300喝3罐到底能不能治失眠
4195,Gossiping,[問卦] 台南有什麼必吃的嗎?
4196,Gossiping,[問卦] 驚! 有沒有阿福鄧福如為統一獅開球的卦?
4197,Gossiping,[問卦] 普亭如果用核彈跟中國情緒勒索怎麼辦
4198,Gossiping,[問卦] 懷念的又見操場
4199,Gossiping,[問卦] 什麼都小氣 只有薪水不小氣的公司好嗎
4200,Gossiping,[新聞] 野營遊客重返救愛車！17車渡溪搖晃驚險逃
4201,Gossiping,[問卦] 性衝動是戀愛的指標嗎?
4202,Gossiping,[新聞] 控德黑蘭供應無人機給俄羅斯 烏克蘭撤銷
4203,Gossiping,[問卦] 新竹麥當勞有什麼是必吃的？
4204,Gossiping,[新聞] 羅智強指鄭運鵬越來越尖酸刻薄 張善政:深有同感
4205,Gossiping,[問卦] 如果國家由工程師/科學家治理會怎樣？？
4206,Gossiping,[問卦] 有千禧世代村上春樹-莎莉魯尼的八卦嗎
4207,Gossiping,[問卦] 新竹有什麼茶必喝啦
4208,Gossiping,[新聞] 地鐵站離奇失蹤1個月！25歲男疑找到「剩
4209,Gossiping,[問卦] 如果國家由外送師治理會怎樣？
4210,Gossiping,Re: [新聞] 「新北警抓錯人」無辜男千字還原現場！遭
4211,Gossiping,Re: [問卦] 一個人住透天很空虛吧
4212,Gossiping,[問卦] 生技產業為什麼那麼容易出詐騙？
4213,Gossiping,[新聞]選戰勝敗攸關蔡英文是否辭主席、閣揆保衛
4214,Gossiping,[問卦] CoCo姐鬧成這樣國家通訊傳播委員會在幹嘛
4215,Gossiping,[問卦] 東海大學有啥好吃的？
4216,Gossiping,[問卦] 麥當勞加蛋才10元是不是很佛？
4217,Gossiping,[問卦] Dcard熱議:太常取貨 被帥哥店員記住
4218,Gossiping,[問卦] 快訊！AKB48 TEAM TP三期生來了！！！
4219,Gossiping,Re: [新聞] 控德黑蘭供應無人機給俄羅斯 烏克蘭撤銷
4220,Gossiping,[問卦] 多看綠色的東西
4221,Gossiping,[問卦] 原來朋友是純愛戰士呀？
4222,Gossiping,[問卦] 拓也哥突然病逝 給了我們什麼警惕
4223,Gossiping,Re: [新聞] 高端報銷60.1萬劑！專家疑為何不送友邦 
4224,Gossiping,[問卦] LINE @All 是三小
4225,Gossiping,[問卦] 劉宸希加入三立!! 
4226,Gossiping,[新聞] 劉雨柔離婚導火線？怨婚後「性生活次數驟
4227,Gossiping,[問卦] 請問這是什麼蟲
4228,Gossiping,[問卦] 蝦皮店到店可以撐多久
4229,Gossiping,[問卦] 半夜關燈後會有什麼小精靈出現？
4230,Gossiping,[問卦] 大豐第四台要T台移走機率高嗎?
4231,Gossiping,[新聞] 多圖／神還原〈可不可以〉靈魂！女主角饅
4232,Gossiping,[新聞] 廖老大開直播復出 拍桌怒嗆勞工局科員「
4233,Gossiping,[問卦] 小妹這個體脂夠低嗎？
4234,Gossiping,Re: [新聞] 高端報銷60.1萬劑！專家疑為何不送友邦
4235,Gossiping,[問卦] 為什麼吃炸物心情會很好？
4236,Gossiping,Re: [問卦] 東海大學有啥好吃的？
4237,Gossiping,Re: [問卦] 含洗頭的剪髮多少錢 0.0？
4238,Gossiping,[問卦] 有沒有虹衛兵的八卦
4239,Gossiping,[問卦] 現在還有中國小姐嗎？
4240,Gossiping,[問卦] 房市 928 檔期為啥在 928？
4241,Gossiping,[問卦] 目前用iphone7大家推薦換那隻？
4242,Gossiping,[新聞] 臺大.陽明交大研究 車踏擋產生金屬坱埃致空汙
4243,Gossiping,[新聞] 台星軍事交流場域 陸軍耗資近百億元整建
4244,Gossiping,[問卦] 八卦版都沒有Line群？
4245,Gossiping,Re: [新聞] 影／張淑娟不鳥周玉蔻道歉　批天上掉下一
4246,Gossiping,[新聞] 張淑娟淚訴「住郊區新店」引網論戰 在地
4247,Gossiping,[新聞] 影／研究報告遭控抄襲 陳吉仲痛批：非常
4248,Gossiping,Re: [新聞] 薛瑞元酸柯文哲「智商剩57」　黃珊珊嗆：
4249,Gossiping,"[新聞] 每月發 2,000 元育兒津貼到 6 歲！台塑砸"
4250,Gossiping,[問卦] 老闆要我把超級奶媽找出來?
4251,Gossiping,[問卦] 急！天花板這什麼蟲？
4252,Gossiping,Re: [問卦] 生技產業為什麼那麼容易出詐騙？
4253,Gossiping,[問卦] 現在第一名模4誰
4254,Gossiping,[問卦] 蒼蘭訣怎麼那麼難看??
4255,Gossiping,[問卦] 土衛四的冰山爆發
4256,Gossiping,為什麼沒有質子彈跟電子彈
4257,Gossiping,[問卦] 台灣球員在小聯盟會不會被其他國球員羨慕
4258,Gossiping,[問卦] 花開在春天 果子結實在秋天?
4259,Gossiping,[新聞] 替病童圓650個願望！摔角巨星約翰‧希南
4260,Gossiping,[問卦] 今天關鍵 寶傑又請假 有卦嗎
4261,Gossiping,[問卦] 原來文革這麼可怕？
4262,Gossiping,[問卦] 廣設大學看到成果了吧?
4263,Gossiping,[問卦] 有沒有老人家的觀念改不了的八卦
4264,Gossiping,Re: [新聞] 王筱嬋背鍋晶華飯店醜聞案 自曝曾賞蔣孝
4265,Gossiping,[問卦] 關鍵時刻幹嘛那麼愛講烏俄戰爭？
4266,Gossiping,[問卦] 京都好玩的點在哪 掛???????????????????
4267,Gossiping,[問卦] 私科電資新人年薪破百是廣設大學的好處吧
4268,Gossiping,[問卦] 天堂1伺服器還活著嗎???
4269,Gossiping,[問卦] 是不是應該要再補助國旅業者跟小黃了？
4270,Gossiping,[問卦] 日本打算承認中國疫苗???
4271,Gossiping,[問卦] 不准鎖國、不准死人、不想戴口罩怎麼防疫
4272,Gossiping,Re: [新聞] 「新北警抓錯人」無辜男千字還原現場！遭
4273,Gossiping,[問卦] 關鍵時刻是不是不演了?
4274,Gossiping,[問卦] 現在滾床被翻譯成什麼了？
4275,Gossiping,[新聞] 中國買走 1／3 保時捷跑車 買家均齡 40 
4276,Gossiping,[問卦] 要怎麼說話才不會歧視
4277,Gossiping,[問卦] 牽妳的手妳卻哭紅了眼睛？
4278,Gossiping,[問卦] 死庫水妹子  大家會選2號?
4279,Gossiping,[新聞] 志願役月領5萬「打趴高考」？網揭2劣勢搖
4280,Gossiping,[問卦] 戰鬥民族都逃兵了 你期待台灣人？
4281,Gossiping,[問卦] 隔壁鑰匙沒拔要提醒嗎？
4282,Gossiping,[問卦] 可以去日本買保健食品有多爽？
4283,Gossiping,[問卦] 時事評論員
4284,Gossiping,[新聞] 強勢美元釀災！新台幣匯率將奔向32元 匯
4285,Gossiping,[問卦] 你最後一次用市話在何時？
4286,Gossiping,Re: [問卦]為什麼沒有質子彈跟電子彈
4287,Gossiping,[問卦] 為何警察不喜歡民眾先到地檢署提告？
4288,Gossiping,[問卦] 便宜羊肉爐羊肉片為何久煮很嫩？？？
4289,Gossiping,[問卦] 有人會跟沙皮狗調情？？？
4290,Gossiping,[問卦] 喜歡拿數據自慰484很可悲？
4291,Gossiping,[問卦] 請問這是心肌梗塞的症狀嗎
4292,Gossiping,[問卦] 爸媽都銀髮但我和弟妹都棕髮怎辦？
4293,Gossiping,[問卦] 急!暗戀的女主管明天找我去看電影?
4294,Gossiping,[問卦] 冬天買4070是不是就不用買暖氣了
4295,Gossiping,[新聞] 組圖：忠誠狗每晚檢查小主人 以確保其無恙
4296,Gossiping,[新聞] 醫師法修正遭疑替海歸學生開後門?陳時中
4297,Gossiping,[問卦] 為什麼陸軍是台灣陸客是中國？
4298,Gossiping,[問卦] 氣炸鍋&水波爐 該怎麼選？
4299,Gossiping,[問卦] 有海線沙鹿的八卦嗎？
4300,Gossiping,[問卦] 驚!用4k拍攝的東西，也太精細了
4301,Gossiping,[問卦] 3500小錢但機票很貴是什麼邏輯？
4302,Gossiping,[問卦] 有沒有美軍睡眠法的八卦???
4303,Gossiping,[新聞] 迴力鏢！苗博雅酸高虹安「戰學歷」　曾嗆
4304,Gossiping,[問卦] 大家今天是不是砍在阿呆谷了！
4305,Gossiping,[問卦] 敵人的敵人就是朋友？
4306,Gossiping,[新聞] 重機「原廠管」噪音不合格　騎士曬證書
4307,Gossiping,[新聞] 彭文正出現了！ 隔海錄影挺老師柯志恩
4308,Gossiping,[新聞] 幕後/綠評「蔻」分飛彈等級 陳時中競辦
4309,Gossiping,[問卦] 只會批評別人 別人都不準批評他的人？
4310,Gossiping,[問卦] 有沒有新天龍國的八卦
4311,Gossiping,Re: [新聞] 最新民調：北市蔣萬安27.76%居冠　竹市
4312,Gossiping,[問卦] 這本舊書現在值多少？
4313,Gossiping,[問卦] 有哪些事情要等到下禮拜五？
4314,Gossiping,[問卦] 戰鬥民族都逃兵了 你期待中國人？
4315,Gossiping,[問卦] 親戚伴手禮送鼻涕？
4316,Gossiping,[問卦] 女同事沒戴眼鏡很可愛，該稱讚嗎？
4317,Gossiping,[新聞] 自由行預備！日本10／11開國門　研議承認
4318,Gossiping,Re: [問卦] 戰鬥民族都逃兵了 你期待中國人？
4319,Gossiping,[問卦] 有沒有晚上時間一到就想睡覺的八卦？
4320,Gossiping,Re: [問卦] 有沒有美軍睡眠法的八卦???
4321,Gossiping,Re: [問卦] 天堂1伺服器還活著嗎???
4322,Gossiping,[問卦] 大家相信這個經濟數據嗎？
4323,Gossiping,[問卦] 小智對決竹蘭
4324,Gossiping,[問卦] 要去大便有什麼婉轉的說法
4325,Gossiping,[問卦] 她說她不會跟我告白是什麼意思？
4326,Gossiping,[問卦] 0到6歲養育補貼的錢根本比不上房價啊
4327,Gossiping,[問卦] 朋友：網球王子比真實網球好看多了？
4328,Gossiping,[新聞] 鄭寶清質疑對手賄選批「顏色對檢調就裝瞎
4329,Gossiping,Re: [問卦] 原來文革這麼可怕？
4330,Gossiping,[問卦] 在台灣當藥廠業務到底有沒有前途？
4331,Gossiping,Re: [問卦] 臉書上會認同支持周玉寇的是什麼人?
4332,Gossiping,[問卦] 這麼多外國人來台灣的價值？
4333,Gossiping,[問卦] 有比『獵人執照』更好用的證件嗎？
4334,Gossiping,Re: [新聞] 獨／學霸男醫多次同床女摯友　這回他因
4335,Gossiping,[問卦] 妹子傳Line說我也到家了好累是何心態?
4336,Gossiping,Re: [問卦] 現在不流行直銷了 改流行詐騙嗎
4337,Gossiping,[新聞] 修勞基法防台鐵國定假日罷工？ 行政院
4338,Gossiping,[問卦] 吃過最讚的牛奶火鍋是哪家？
4339,Gossiping,[問卦] 驚! 前欅坂46的志田愛佳 轉行當酒店公關?
4340,Gossiping,[問卦] 減肥明年再減可以吧？
4341,Gossiping,[新聞] 俄先抓鄉下窮人上戰場！傳將禁「役齡男子
4342,Gossiping,[問卦] 女生運動到頭髮亂亂的很可愛怎麼辦
4343,Gossiping,[問卦] 為什麼apartment 只有在台灣叫大樓？
4344,Gossiping,[問卦] 為啥台灣人不敢打科興，卻敢打高端
4345,Gossiping,[新聞] 竹科新手村房價漲25%　工程師揭租房前「必做1件事」：便
4346,Gossiping,[新聞] 普丁能源戰完敗歐洲？大咖斷言：俄羅斯
4347,Gossiping,[問卦] 今年剩1/4，年初的期許達到了嗎？
4348,Gossiping,[問卦] 幽助在魔界三年做了甚麼？
4349,Gossiping,[問卦] 是我想太多 妳總這樣說
4350,Gossiping,[問卦] 台灣如果收俄羅斯難民 老共是不是不敢打
4351,Gossiping,"[問卦] 秋冬遊日團要發車了,有溫泉評測YT的卦嗎?"
4352,Gossiping,[問卦] 愛睏
4353,Gossiping,[問卦] Mark X幹嘛停產啊？
4354,Gossiping,Re: [新聞] 提告完周玉蔻又出現！「狂追、拍肩」張淑
4355,Gossiping,[問卦] 周杰倫如果出精選輯要選哪10首歌？
4356,Gossiping,Re: [問卦] 請問這是心肌梗塞的症狀嗎
4357,Gossiping,[問卦] 單人女子露營？
4358,Gossiping,[問卦] 研究室學長有在抽菸 超解
4359,Gossiping,[問卦] 有吉弘行為什麼可以紅這麼久？
4360,Gossiping,Re: [新聞] 獨／學霸男醫多次同床女摯友　這回他因
4361,Gossiping,[問卦] 神鵰俠侶如果是郭襄結局會更紅嗎?
4362,Gossiping,[問卦] 有朱元璋殺狀元的八卦嗎
4363,Gossiping,[問卦] 在廁所大噴射 是不是很爽
4364,Gossiping,[問卦] 有沒有日本IU的八卦?
4365,Gossiping,[新聞] 新故鄉願景》藍染、礦業、古道 暖暖的靈
4366,Gossiping,[問卦] 焦糖哥哥為什麼對郭彥均那麼無情？
4367,Gossiping,[問卦] 公園紙箱誰丟的？
4368,Gossiping,[問卦] 女鵝的破壞力？（附證據）
4369,Gossiping,[新聞] 列舉林智堅政績遭出征？鄭家純8字吐驚人
4370,Gossiping,Re: [新聞] 狠酸高虹安「戰學歷」苗博雅遭起底曾嗆
4371,Gossiping,Re: [問卦] 周杰倫如果出精選輯要選哪10首歌？
4372,Gossiping,Re: [新聞] 普丁能源戰完敗歐洲？大咖斷言：俄羅斯
4373,Gossiping,[新聞] 俄羅斯爆校園槍擊增至13死21傷　學生逃命
4374,Gossiping,[新聞] 屏東代課老師遭學生性騷擾 校方沒作為挨
4375,Gossiping,[問卦] 焦慮症發作 又沒藥吃怎辦
4376,Gossiping,Re: [問卦] 日本承認科興、國藥、康希諾，高端怎辦
4377,Gossiping,Re: [新聞] 獨／學霸男醫多次同床女摯友　這回他因
4378,Gossiping,Re: [新聞] 重機「原廠管」噪音不合格　騎士曬證書
4379,Gossiping,Re: [問卦] 幫彰化縣吉祥物命名
4380,Gossiping,Re: [問卦] 原來文革這麼可怕？
4381,Gossiping,[問卦] 公交車 創可貼？
4382,Gossiping,[問卦] 去跳蚤市場撿便宜有機會轉賣大賺嗎？
4383,Gossiping,Re: [新聞] 獨／學霸男醫多次同床女摯友　這回他因
4384,Gossiping,[新聞] 台股跌幅比美股重 國安基金操盤手信心喊
4385,Gossiping,[問卦] 被沙皮狗追的話，要怎麼辦？0.0
4386,Gossiping,Re: [問卦] 戰鬥民族都逃兵了 你期待中國人？
4387,Gossiping,Re: [新聞] 自由行預備！日本10／11開國門　研議承認
4388,Gossiping,[新聞] 快訊／高虹安遭控抄襲不忍了　明赴北檢
4389,Gossiping,[新聞] 虧李德維高虹安上身 柯建銘諷「藍白合」
4390,Gossiping,[問卦] 北部人妻八時間以辜走~
4391,Gossiping,[問卦] 有沒有巨大細胞病毒的八卦？
4392,Gossiping,[問卦] w-inds.一直被傑尼斯封殺?
4393,Gossiping,[問卦] 請問對數字敏感
4394,Gossiping,[問卦] 為何萬聖節在台灣沒那麼盛行
4395,Gossiping,[問卦] 人生哪段時期最值得再體驗一次？
4396,Gossiping,[新聞] 不滿被問「有帶車錢嗎」乘客持刀砍運將
4397,Gossiping,[新聞] 夫妻吵架「公仔被丟光」！他回家才知
4398,Gossiping,Re: [問卦] 日本竟然還是不認可高端！?
4399,Gossiping,[問卦] 美元現在可以換回來了嗎
4400,Gossiping,[新聞] 台南人夫「深夜突襲」妻子房！內褲男躲
4401,Gossiping,Re: [問卦] 為何萬聖節在台灣沒那麼盛行
4402,Gossiping,[問卦] 打媽祖是失心瘋了嗎？
4403,Gossiping,Re: [問卦] 原來文革這麼可怕？
4404,Gossiping,[問卦] 寫出一首First Love等級的歌可以賺多久?
4405,Gossiping,Re: [問卦] 俄羅斯若真丟核彈 西方國家會直接投降嗎?
4406,Gossiping,[問卦] Girl all I want right now is you
4407,Gossiping,[問卦] 青椒肉絲的日文怎麼唸？
4408,Gossiping,Re: [問卦] 戰鬥民族都逃兵了 你期待中國人？
4409,Gossiping,[問卦] 宗教團體內部也會內鬥爭權？
4410,Gossiping,[問卦] 近視雷射到一半地震怎麼辦？
4411,Gossiping,[問卦] 貓咪這樣是在裝可愛嗎？
4412,Gossiping,[新聞] 支持沈慧虹就是支持周玉蔻？ 林耕仁陣營
4413,Gossiping,[新聞] 萬里沙灘驚傳2男溺水！遭大浪捲外海失蹤
4414,Gossiping,Re: [問卦] 原來文革這麼可怕？
4415,Gossiping,[問卦] 所以日本格鬥界連美國網紅都不如嗎？
4416,Gossiping,[問卦] 有無台版艾蜜莉在巴黎的八卦
4417,Gossiping,[問卦] 為啥吃外食常常拉肚子
4418,Gossiping,[新聞] 加拿大也開放國境 10/1起解除所有入境防
4419,Gossiping,Re: [新聞] 普丁能源戰完敗歐洲？大咖斷言：俄羅斯
4420,Gossiping,[問卦] 鬍子為什麼不叫什麼毛?
4421,Gossiping,Re: [問卦] 原來文革這麼可怕？
4422,Gossiping,Re: [問卦] 原來文革這麼可怕？
4423,Gossiping,[問卦] 原來不給同性戀做蛋糕這麼可怕？
4424,Gossiping,Re: [問卦] 戰鬥民族都逃兵了 你期待中國人？
4425,Gossiping,[新聞] 龐皮歐到高雄了！維安團隊護送 專車抵下
4426,Gossiping,Re: [新聞] 獨／學霸男醫多次同床女摯友　這回他因
4427,Gossiping,[問卦] 為什麼海馬斯那麼強？
4428,Gossiping,[問卦] 為什麼貓咪不怕鬼?
4429,Gossiping,Re: [新聞] 2個女人戰火！ 周玉蔻嗆「妳老公吃軟飯」
4430,Gossiping,[問卦] 哪家銀行用起來最方便阿
4431,Gossiping,Re: [問卦] 原來文革這麼可怕？
4432,Gossiping,[問卦] 日本比較不熱門的花季是什麼？
4433,Gossiping,[問卦] 有人準備爽玩國旅了嗎
4434,Gossiping,[問卦] 商業關係上中國比較依賴台灣嗎？ 
4435,Gossiping,[問卦] 二氧化碳加氫可以變汽油？
4436,Gossiping,[爆卦] 大同區停電
4437,Gossiping,Re: [問卦] 京都大阪神戶奈良 哪個其實可以不要去 掛
4438,Gossiping,[問卦] 有沒有台中到處可見警察人形立牌的八卦？
4439,Gossiping,[爆卦] 00:52台北市中山區停電約6分鐘
4440,Gossiping,[問卦] 這位怎有點眼熟？
4441,Gossiping,[問卦] 不就好棒棒
4442,Gossiping,[問卦] 會幻想自己回到學生時期嗎？
4443,Gossiping,Re: [新聞] 提告完周玉蔻又出現！「狂追、拍肩」張淑
4444,Gossiping,[問卦] 半夜睡不著怎麼辦
4445,Gossiping,[新聞] 周玉蔻「恐怖情人」言行全曝光 王鴻薇
4446,Gossiping,[問卦] 台三線晚上遇到石虎的機率？
4447,Gossiping,[問卦] 怎麼決定 輪到誰停電？
4448,Gossiping,Re: [問卦] 為什麼海馬斯那麼強？
4449,Gossiping,Re: [新聞] 普丁能源戰完敗歐洲？大咖斷言：俄羅斯
4450,Gossiping,Re: [問卦] 有比『獵人執照』更好用的證件嗎？
4451,Gossiping,Re: [問卦] 台股灌破萬四了 該進場嗎?
4452,Gossiping,[問卦] 09/26 法定傳染病通報45851件
4453,Gossiping,Re: [新聞] 高端報銷60.1萬劑！專家疑為何不送友邦
4454,Gossiping,Re: [問卦] 原來文革這麼可怕？
4455,Gossiping,[新聞] 台中男「水樂園拍2小時」比基尼妹崩潰！4男壓制報警
4456,Gossiping,Re: [問卦] 有朱元璋殺狀元的八卦嗎
4457,Gossiping,Re: [問卦] 為什麼海馬斯那麼強？
4458,Gossiping,[問卦] 請問要去當波波要找誰才有管道
4459,Gossiping,[問卦] 國軍體能測驗改成這樣會不會更好啊?
4460,Gossiping,Re: [新聞] 迴力鏢！苗博雅酸高虹安「戰學歷」　曾嗆
4461,Gossiping,Re: [新聞] 虧李德維高虹安上身 柯建銘諷「藍白合」
4462,Gossiping,[問卦] 張學友的冷門粵語歌(猜獎
4463,Gossiping,Re: [問卦] 二氧化碳加氫可以變汽油？
4464,Gossiping,[新聞] 不甘酒駕免職 高雄警翻案失敗
4465,Gossiping,Re: [新聞] 普丁能源戰完敗歐洲？大咖斷言：俄羅斯
4466,Gossiping,[問卦] 台北會眼紅中南部漲2-3倍嗎
4467,Gossiping,Re: [問卦] 梅威瑟和朝倉未來是不是打假的阿？
4468,Gossiping,Re: [問卦] 打媽祖是失心瘋了嗎？
4469,Gossiping,[問卦] 有現在詐騙還要鋪成這麼多的八卦嗎？
4470,Gossiping,[新聞] 國中師粗口開黃腔 口出「靠北」、「雞掰
4471,Gossiping,[問卦] 有沒有五點還沒睡怎麼辦的八卦
4472,Gossiping,[問卦] 一大早就好想做愛喔
4473,Gossiping,[問卦] 研究顯示 亂噓人恐導致整天不順
4474,Gossiping,Re: [問卦] 伸懶腰完突然暈倒
4475,Gossiping,Re: [新聞] 台中男「水樂園拍2小時」比基尼妹崩潰！
4476,Gossiping,[問卦] 台灣人很少融入外勞圈，卻講日本排外?
4477,Gossiping,[問卦] 邀請台女當不露臉YTR會不會被打?
4478,Gossiping,Re: [新聞] 普丁能源戰完敗歐洲？大咖斷言：俄羅斯
4479,Gossiping,[問卦] 根據研究，按讚的九點才有好心情
4480,Gossiping,Re: [問卦] 日本竟然還是不認可高端！?
4481,Gossiping,Re: [新聞] 普丁能源戰完敗歐洲？大咖斷言：俄羅斯
4482,Gossiping,Re: [新聞] 龐皮歐到高雄了！維安團隊護送 專車抵下
4483,Gossiping,[新聞] 鄭家純師妹撞車畫面曝！她倒車再轉想進
4484,Gossiping,[問卦] 合購版還有沒有救？
4485,Gossiping,[問卦] 清晨早上6:50聽到戰機飛過
4486,Gossiping,[問卦] 北車附近上空有奇怪聲音
4487,Gossiping,[問卦] 為什麼沒人敢說高端=民主疫苗？
4488,Gossiping,[問卦] 現在知識份子就跟臭老九一樣吧？
4489,Gossiping,[問卦] 為什麼肛門那麼臭
4490,Gossiping,Re: [新聞] 普丁能源戰完敗歐洲？大咖斷言：俄羅斯
4491,Gossiping,[問卦] 橫田自衛隊的伙食也太強了吧
4492,Gossiping,[問卦] 最近藍天特別多有覺得空氣品質變好的卦嗎
4493,Gossiping,[問卦] 今天台灣的股市會是漲還是跌？
4494,Gossiping,Re: [問卦] 橫田自衛隊的伙食也太強了吧
4495,Gossiping,Re: [新聞] 台中男「水樂園拍2小時」比基尼妹崩潰！
4496,Gossiping,[問卦] 女教練因不願聲援Brittney Griner被炎上
4497,Gossiping,[問卦] 有沒有男女校的八卦
4498,Gossiping,[問卦] 有淘寶恥力小物的八卦嗎？
4499,Gossiping,[問卦] 30處男想到色色的就會勃起要看醫生嗎
4500,Gossiping,Re: [新聞] 台中男「水樂園拍2小時」比基尼妹崩潰！
4501,Gossiping,[問卦] 北部有什麼好吃的牛排的八卦?
4502,Gossiping,[爆卦] ==全聯白吐司千萬別吃放室外完全不發霉=============
4503,Gossiping,[問卦] 荒野獨居100天贏家為什麼都是男的？
4504,Gossiping,[問卦] 肥宅去游泳被拍可以提告嗎？
4505,Gossiping,Re: [新聞] 嘆民眾黨網軍攻勢　沈慧虹酸高虹安：造
4506,Gossiping,Re: [問卦] 梅威瑟和朝倉未來是不是打假的阿？
4507,Gossiping,[新聞] 防疫成績被批評 陳時中：台灣第3劑施打率
4508,Gossiping,[問卦] 高中沒有女友的放假都在做何事的八卦?
4509,Gossiping,Re: [新聞] 迴力鏢！苗博雅酸高虹安「戰學歷」　曾嗆
4510,Gossiping,[新聞] 為了方便修圖...鄭家純師妹「連丁字褲都
4511,Gossiping,[問卦] 30歲交女友是不是有一些訣竅的八卦
4512,Gossiping,Re: [新聞] 台中男「水樂園拍2小時」比基尼妹崩潰！
